Timestamp,お名前(ハンドル名。10文字以内),メッセージ(20文字以内)
12/15/2009 12:59:30,にじゅうまる,無事金星を見てきてください
12/15/2009 12:59:49,もりやん,健闘を祈る！
12/15/2009 13:01:17,Miyano Masato,みっくみくにしてやんよ！
12/15/2009 13:01:24,hatsunen,がむばれ
12/15/2009 13:01:42,式
12/15/2009 13:02:22,Meepy
12/15/2009 13:03:37,ヨウメイ,金星への旅路の無事を祈って！
12/15/2009 13:03:45,Mametaro,Love
12/15/2009 13:03:46,Bull,Good Luck!
12/15/2009 13:04:12,hrk,がんばれ〜
12/15/2009 13:04:25,ghonjo,ミクもあかつきもがんばるんだよぉー
12/15/2009 13:04:50,jutaro
12/15/2009 13:05:02,緋夢
12/15/2009 13:05:17,st,応援してます！
12/15/2009 13:06:12,praimetiz
12/15/2009 13:06:53,閑古猫,寝台特別急行と間違えそうだが頑張って
12/15/2009 13:07:43,NaCanan,あかつきも頑張れ！
12/15/2009 13:08:04,ばおー,「あかつき」、僕らの夢を金星に運んで下さい。
12/15/2009 13:08:24,fjの教祖様
12/15/2009 13:08:26,kjP,成功を祈って。ネギも振れたらいいんだけどね。
12/15/2009 13:09:22,tomoto nakamura,now
12/15/2009 13:10:13,咲十代,ミク応援してますー！
12/15/2009 13:10:28,tokuninashi,「のぞみ」の分も頑張って下さい
12/15/2009 13:10:55,ま～く,幸運を祈ります
12/15/2009 13:11:36,Melody
12/15/2009 13:13:23,JnJ
12/15/2009 13:16:18,tommy,いつか宇宙人に届くといいですね！
12/15/2009 13:19:58,きしだま,いざヴィーナス！
12/15/2009 13:23:20,しましまP,実り多き探査になりますように。
12/15/2009 13:24:26,ぐりやん,金星で燃え尽きるまで頑張って！
12/15/2009 13:24:28,Paprika☆,Into the Stratosphere!
12/15/2009 13:24:56,FoXHaCKeRZ,がんばれ！
12/15/2009 13:25:46,Metaphor,May the Force be with Miku and Akatsuki!
12/15/2009 13:26:34,Ash G,がんばれ、ミク！
12/15/2009 13:27:00,mizyo
12/15/2009 13:27:38,D1CEK
12/15/2009 13:27:42,まっつん
12/15/2009 13:27:53,Ryan,"Fly Miku, fly!"
12/15/2009 13:27:53,SATOSHI TERADA,愛してます
12/15/2009 13:28:02,橘悠,あかつきに乗って、ついに銀河の歌姫に！
12/15/2009 13:28:05,sindobook,金星大気にミクの歌声を
12/15/2009 13:28:34,mizyo
12/15/2009 13:28:41,alpa,あかつきさん、ミクをビーナスにしてあげてください。
12/15/2009 13:28:59,ゆき,ミク最高!!
12/15/2009 13:30:00,t-tanaka,-･･･ --･-･ ･･ -･･･- ･-･-- ･･-- ･-･･･ ･･-･･
12/15/2009 13:31:14,swd,とんでけー
12/15/2009 13:32:43,ぜろ,宇宙の果てまで行ってこいや！
12/15/2009 13:33:08,八田　心,金星へのたびの無事を祈って
12/15/2009 13:34:29,fizzy,一万名とな？これは署名せざるを得ない。
12/15/2009 13:37:15,望月雷蔵,銀河でみっくみくしてやるぜ！
12/15/2009 13:37:15,あいあい
12/15/2009 13:38:01,sonicboom,あかつき、がんばれ探査！
12/15/2009 13:38:09,めもちｃ,応援するぞ＠台湾
12/15/2009 13:38:46,はなみず,宇宙開発事業のさらなる発展を願う！
12/15/2009 13:38:55,沼地
12/15/2009 13:39:21,Masashi Kimura
12/15/2009 13:39:30,TaKa0308
12/15/2009 13:41:09,back霊,等身大ミクが宇宙に行けるたらいいな
12/15/2009 13:42:40,kr0nk0,Go! Akatsuki+Miku Go!
12/15/2009 13:42:46,文月,応援します.未来にたどり着くために.
12/15/2009 13:44:46,clearorzhm,みっくみくにしやんよ！
12/15/2009 13:46:45,るー,金星探査応援します！ミクを連れてって下さい！
12/15/2009 13:46:48,まー,最高のライブステージを期待してます！
12/15/2009 13:47:04,hk410050,go go go 
12/15/2009 13:47:34,Toritan
12/15/2009 13:50:11,soramimi
12/15/2009 13:50:41,Misha,go go go Miku ~
12/15/2009 13:50:58,ぶれんど珈琲,金星探査機成功しますように！
12/15/2009 13:51:31,ディアディア,金星が来た（゜Д゜）
12/15/2009 13:52:32,しんきろう
12/15/2009 13:52:41,fate,give us Venus power!!
12/15/2009 13:52:47,しんきろう
12/15/2009 13:52:49,攤開,台灣から応援します！
12/15/2009 13:53:14,初音みりぽ,宇宙探索にミク…胸が熱くなります！
12/15/2009 13:53:32,Ryan,ミク
12/15/2009 13:54:34,t-qt,宇宙の歌姫にぜひ
12/15/2009 13:54:51,ttyymmt,Venus Miku
12/15/2009 13:54:53,2yan,ミクさん、あとはまかせた！
12/15/2009 13:54:55,a_k_k_i,のせてください！
12/15/2009 13:55:21,jumojiinai,ｶﾞﾝﾊﾞｗｗｗ
12/15/2009 13:55:34,みのり,夕空に輝く明星にミクを想う日を夢見て！
12/15/2009 13:55:57,歩無
12/15/2009 13:56:57,takfjt,初音ミクを金星へ。あかつき、ミクをよろしくお願いします。
12/15/2009 13:57:57,papagamo,あかつきと共に舞い上がれ！
12/15/2009 13:58:22,TKO
12/15/2009 13:58:44,number_nine,あかつき期待してます！ミクもガンバレ！
12/15/2009 13:58:54,kazu sasaki,ミクをのせて金星へ
12/15/2009 13:59:03,君影草
12/15/2009 14:03:23,duraxys,よろしくお願いします
12/15/2009 14:03:40,aimura,目指せ宇宙の一番星！！
12/15/2009 14:04:05,優駿,飛び立て！深淵の宇宙へ
12/15/2009 14:06:29,kurokami
12/15/2009 14:07:14,Mystery of space,人は土から離れては生きられないのよ！
12/15/2009 14:07:47,Bonber海栗
12/15/2009 14:09:09,touji
12/15/2009 14:11:08,erukiti,BGMは是非ともストラトスフィアで
12/15/2009 14:11:43,Artemis,萌衛星図鑑に載る活躍を期待します^^
12/15/2009 14:12:42,airshipline,みっくみっくにしてやんよ
12/15/2009 14:13:58,Bonber海栗,応援してすよ！
12/15/2009 14:14:01,ARNIE,がんばれ！
12/15/2009 14:15:16,佐藤　哲也,日本を代表するキャラクターを宇宙へ！
12/15/2009 14:16:29,itinoe,モチベーションupとmissionの広報に
12/15/2009 14:16:39,kyow
12/15/2009 14:17:20,まるはま,ヴィーナスにも歌声届けます(ミク）♪
12/15/2009 14:20:35,KitamuraShinya,I cheer JAXA.
12/15/2009 14:20:58,pwiser,面白そうだから応募してみる
12/15/2009 14:21:17,mikagecho,GO!
12/15/2009 14:22:08,永井貴穂,あかつき計画の成功を祈って！
12/15/2009 14:23:58,もりはちとらや,Fly to the Venus! Good Luck > Hatsune&Akatsuki&JAXA
12/15/2009 14:24:54,TYE,金星めがけてれっつごー
12/15/2009 14:26:36,apricot,初音を地球外生命体にも！
12/15/2009 14:29:12,クメル
12/15/2009 14:29:15,himagine,のせてのせて！
12/15/2009 14:30:07,がいらく,みくがんばれ！あかつきもがんばれ！ミク加油上太空啊!!!>w<
12/15/2009 14:30:51,togiso,日本国民に夢を与えつづけてください
12/15/2009 14:31:03,鬼影神風,加油!
12/15/2009 14:31:50,nudge,宇宙探査とJAXAの発展を祈ってます！
12/15/2009 14:34:30,ebiel
12/15/2009 14:35:42,loki
12/15/2009 14:38:00,TYPE-N,女神の元へミクの歌声よ届け
12/15/2009 14:38:46,冰企鵝
12/15/2009 14:39:31,mewtwo
12/15/2009 14:40:00,synchan,頑張れあかつき
12/15/2009 14:40:14,azu,がんばっ
12/15/2009 14:40:21,かじさやか,無事に金星に届け〜ミクもあかつきも
12/15/2009 14:40:58,optical_frog
12/15/2009 14:44:12,hayate,あかつき＆ミクのコラボが成功しますように
12/15/2009 14:46:01,carbon,支援。
12/15/2009 14:48:33,OMI,応援します。
12/15/2009 14:51:17,tenehimu
12/15/2009 14:54:16,anagoinu
12/15/2009 14:56:47,Rajendra,期待してます。
12/15/2009 15:00:44,eru_tndl
12/15/2009 15:01:32,moka,がんばれ！
12/15/2009 15:02:21,Eru,未来へのメッセージを！
12/15/2009 15:03:41,thetama,打ち上げの成功をお祈りいたします.
12/15/2009 15:06:21,joker,fight
12/15/2009 15:10:54,大飛,台湾から，応援に来ました！宇宙みっくみく！
12/15/2009 15:13:41,ととんぼ,金星人によろしくお伝えください。
12/15/2009 15:13:50,todo,葱振ってね！
12/15/2009 15:18:09,うに,金星って凄いなｗ
12/15/2009 15:19:22,いたっち,宇宙にはこういうお祭りが必要だ。
12/15/2009 15:21:46,J.Morimoto,いざ金星へ！
12/15/2009 15:21:55,akatukisiden,暁ミクがんばれ
12/15/2009 15:23:38,ねむねむさん,がんばれー
12/15/2009 15:23:59,ムナムル,ミクとあかつきに良い旅を！ミク最高！
12/15/2009 15:24:48,yoshihiro503,初音ミクはすばらしい。応援しています。
12/15/2009 15:26:15,KID,あかつき頑張れ！宇宙に響けミクの歌声！
12/15/2009 15:26:19,zeap
12/15/2009 15:29:16,windtune,金星で歌わせて！
12/15/2009 15:30:48,1000ge,初音宇宙へ
12/15/2009 15:31:04,Yu-sk
12/15/2009 15:32:23,hikaru,がんばれ
12/15/2009 15:33:48,π損,宇宙いこうぜ!
12/15/2009 15:33:56,kayano
12/15/2009 15:35:03,りょうすけ,未来へ向けて頑張れミク＆あかつき！
12/15/2009 15:37:01,windly,MIKU最高！！！
12/15/2009 15:37:15,zzr400r,ミクよ宇宙へはばたけ
12/15/2009 15:39:12,dt9658,ついに地球外へ！！ よろしく頼むよ！ ＞ あかつき
12/15/2009 15:40:29,Tonhalle,ミクと一緒なら最高の成果が得られるよ！
12/15/2009 15:40:48,あみ,ミク、あかつきをよろしくね！
12/15/2009 15:41:15,k10sdf
12/15/2009 15:42:48,タイーチ,応援してます
12/15/2009 15:48:50,fishhzy123,全宇宙みっくみく！
12/15/2009 15:48:55,郁奈子,ワクワクするね♪
12/15/2009 15:49:22,Tortine
12/15/2009 15:53:32,ゅ～き,金星探査頑張ってください！
12/15/2009 15:53:45,あくえり,ミク期待
12/15/2009 15:54:26,toshiyuki
12/15/2009 15:56:49,mxm,ミクいきまーす！
12/15/2009 15:57:02,ボン太,支援(´∀｀)
12/15/2009 16:00:02,ぃっ,good luck!
12/15/2009 16:02:05,wu90318,ミク~~~^^
12/15/2009 16:02:29,Hirozow,探索ミッションの成功を願い、署名します！
12/15/2009 16:03:05,ダン
12/15/2009 16:04:02,Hideki Saito,"Good luck to Akatsuki, and Miku!"
12/15/2009 16:07:21,yuzu,ミクをのせてあかつき頑張れ☆
12/15/2009 16:08:55,esten,私は宇宙へ飛べないから、代わりによろしく！
12/15/2009 16:11:09,沙漠蜻蜓,ミク 加油!!
12/15/2009 16:13:11,Aline M. de Oliveira,"Hey, look! I'm on Venus!"
12/15/2009 16:15:56,ネーサンKwok,頑張って！
12/15/2009 16:16:47,地表人,宇宙歌姫
12/15/2009 16:16:56,Fyopue,ようし！ミク乗っけて頑張ってこい！
12/15/2009 16:18:13,白井めも,日本独自の金星探査を応援します！
12/15/2009 16:19:12,ksdtmac,ミクちゃん、aim venus
12/15/2009 16:20:01,Twok Lin
12/15/2009 16:20:52,らざー,あかつきがんばれ
12/15/2009 16:21:32,Ales,目标金星！初音加油！
12/15/2009 16:22:26,asrielchase
12/15/2009 16:24:05,まると,こんなこともあろうかとを期待
12/15/2009 16:24:39,rala,銀河の果てまでみっくみくにっっ!!!
12/15/2009 16:25:13,Tamap,Good luck!
12/15/2009 16:26:26,AKIRA301,打ち上げに期待
12/15/2009 16:27:43,satochika,いってらっしゃい。
12/15/2009 16:28:59,小野　曽良
12/15/2009 16:29:29,はしみ,あかつき!ミク!金星探索頑張ってね!
12/15/2009 16:33:24,SOA-R,地球外進出！
12/15/2009 16:35:43,ｍｗｃ：みわこ,金星への打上成功を祈って♪
12/15/2009 16:36:12,あんと,「あかつき」が無事に金星に行けます様に
12/15/2009 16:36:13,koyhoge,日本の宇宙開発もがんばれ
12/15/2009 16:36:42,syaba,ミク乗せたあかつきがんばれ！
12/15/2009 16:38:41,木野ねっこ
12/15/2009 16:41:46,MAX,みっくみくにしれやれよ！
12/15/2009 16:42:48,Grani,あかつきに初音ミクが乗ることを楽しみにしてます。
12/15/2009 16:43:08,kamiyosi,頑張ってください！！！
12/15/2009 16:49:47,LIQ-YA,夢と実益を兼ねて頑張って欲しい！
12/15/2009 16:49:50,味岡敬
12/15/2009 16:50:33,Miri,宇宙まで届け！
12/15/2009 16:52:29,syoukasiyami,ミクがんば～これからもよろしく
12/15/2009 16:54:27,mainculture,金星、待ってろよーい。
12/15/2009 16:55:57,lilith14,金星のアイドルｗｗｗ
12/15/2009 16:59:20,kurone,みっくみくだいすき
12/15/2009 17:00:06,Renako,"See you in Venus, Miku."
12/15/2009 17:01:53,kenohki,頑張れミクちゃん
12/15/2009 17:01:55,tmaeda,がんばれー
12/15/2009 17:02:10,kclife,go!
12/15/2009 17:03:01,amadeus666
12/15/2009 17:04:28,穎,あかつき頑張って！
12/15/2009 17:04:33,coni041
12/15/2009 17:12:50,Redname_by_AUXP,金星をみっくみくにしてください
12/15/2009 17:12:59,ラーナーズプログレッシヴ,科学ってすごいと思います！！！どちらも頑張ってください！
12/15/2009 17:13:53,鈴蘭,あかつきもミクも期待しています!!
12/15/2009 17:14:00,ysskmy,yss8720
12/15/2009 17:16:34,森本屋,はちゅねとあかつき、ちゃんと飛んでけ！
12/15/2009 17:17:29,冷凍みかん,がんばってください！
12/15/2009 17:18:44,murarei
12/15/2009 17:19:23,Drhani,Star gazer miku
12/15/2009 17:20:14,よし。
12/15/2009 17:26:12,T.H.テイラー,JAXAとSOMESATを応援します
12/15/2009 17:27:57,吉川双葉,天体もはちゅねも大好きです！
12/15/2009 17:29:06,日本式家屋,宇宙好きのオタとして応援せざるを得ない
12/15/2009 17:33:24,RaGeDZai
12/15/2009 17:33:34,林仕旻,初音ミク、あかつき　がんばで！！
12/15/2009 17:34:23,kiyoshi,金星葱畑化計画の視察ですか？ミクさん。
12/15/2009 17:38:49,tiGer,永遠の歌姫愛してる！
12/15/2009 17:42:17,あお
12/15/2009 17:42:18,ツルマル,頑張って！金星まで！
12/15/2009 17:42:42,空音,歌姫、あかつきと共に飛び立って〜。
12/15/2009 17:42:49,stargazer966,歌声よ金星に届け～!
12/15/2009 17:43:20,斉藤辰也,みっくみっくにしてやんよ！
12/15/2009 17:43:37,師尾　実
12/15/2009 17:43:46,クルル
12/15/2009 17:45:25,honnure sakage,<hnnr kr kmst!!
12/15/2009 17:45:37,Arein,金星探査がんばってください！
12/15/2009 17:48:51,GENECIDE
12/15/2009 17:49:27,かずーずか,こういうのがいいよ！
12/15/2009 17:50:41,李達仁,good idea
12/15/2009 17:51:21,venus miku,夢があっていいよね！
12/15/2009 17:51:45,kevinayP,初音ミク、金星へ！
12/15/2009 17:53:11,わきら,初音ミク絵載せてくださいっ！！
12/15/2009 17:53:19,Toshiaki Nakamura,探査機がんばれよ
12/15/2009 17:54:20,Runna,ミク！宇宙へ目指せ！
12/15/2009 17:55:34,ログ＠看板,遥かなる宇宙へ！！　ガンバレー！
12/15/2009 17:56:57,Occupants,Sing for you and for me
12/15/2009 17:57:32,rizu,ミクは俺の嫁！
12/15/2009 17:57:42,はん@highemerly,あかつきがんばってください！
12/15/2009 17:59:06,kmeivnign
12/15/2009 17:59:40,紫月
12/15/2009 18:00:09,freyja
12/15/2009 18:01:28,霧田有希,遥か金星へ……宇宙(空)を駆けろ！
12/15/2009 18:01:33,牧野空,I love miku!
12/15/2009 18:02:54,我芳亂華
12/15/2009 18:03:01,〆蓮。,~~~ヾ(〃＾∇＾)ｏ ﾌｧｲﾄｫｰ!!
12/15/2009 18:03:33,NanoPulp,Miku! Go all the way!
12/15/2009 18:04:03,aeo,Miku in Venus!
12/15/2009 18:04:45,YUKI.N,ミク~最高！！
12/15/2009 18:05:20,WildDagger,みんな！抱きしめて！銀河の果てまで！
12/15/2009 18:06:12,るみるくす,あかつきを応援しています！
12/15/2009 18:06:42,のりよし,科学技術関連予算削減反対！
12/15/2009 18:07:25,Kimatg,ミクちゃん行けえええっ！！
12/15/2009 18:08:39,zuikei
12/15/2009 18:08:46,カシスレッド,初音ミクは文化です！
12/15/2009 18:12:18,sweety
12/15/2009 18:12:20,Yuryu,"Akatsuki, spread Miku's voice to the whole Universe!"
12/15/2009 18:12:25,ゆきぢる
12/15/2009 18:12:48,frdm090930,いってらっぴ
12/15/2009 18:12:58,白東彩海,金星もみっくみくにしてやんよ
12/15/2009 18:15:28,チョコぼん
12/15/2009 18:15:43,ミヤモト一等空士,ミク、愛してる
12/15/2009 18:18:49,ほたる,The mysteries should be solved!
12/15/2009 18:19:26,元マスター
12/15/2009 18:20:22,rydot yosh
12/15/2009 18:21:14,yoichi,いってらっさい
12/15/2009 18:21:14,飛天御姉流,ワールドイズマイン!
12/15/2009 18:23:17,毒島刀也,ヴィーナスの顔を撫でてこい！
12/15/2009 18:23:17,Eugene Hsu,Miku!!~~~!!
12/15/2009 18:23:44,ゆめ,ミクを宇宙へ。あかつき届けて！
12/15/2009 18:24:00,遥瀬雪琉,ミク絵を搭載してもらえるのを楽しみにしています！！！
12/15/2009 18:25:10,文月師走,みっくみく～
12/15/2009 18:25:56,swallow327,GO!!
12/15/2009 18:26:10,なごみP＠はいみど,ヴィーナスと歌姫のセッションですね、わかります。
12/15/2009 18:26:46,Zeo,"Go go, Miku!"
12/15/2009 18:27:14,co2satou,あかつきとミクがを金星へ
12/15/2009 18:27:51,reasalis,ネギネギネギネギネギネギネギネギネギネギネギネギネギネギネギネギネギネギ
12/15/2009 18:29:35,柳川邦彦,称えよミク！　最も輝ける歌姫よ！
12/15/2009 18:30:53,夜羽,是非頑張ってください
12/15/2009 18:32:52,かもん,ボカロの発展とあかつきの成功を祈って
12/15/2009 18:35:00,HoaRy,ミクさん頑張って!
12/15/2009 18:37:26,s101010103
12/15/2009 18:38:41,Ranka,ぴゃー
12/15/2009 18:39:37,幼柚子,wwww
12/15/2009 18:40:10,jest,ミク!!!!!
12/15/2009 18:40:27,haniwa,ガンガレ、超ガンガレ
12/15/2009 18:41:09,"CHANG, WEI-KENG"
12/15/2009 18:41:19,Yuko SUZUKI,Go Venus Go!
12/15/2009 18:42:01,あんぷ,詩に思いをのせて、届け!金星へ!!
12/15/2009 18:43:14,鬼音闇
12/15/2009 18:43:39,Jason,この宇宙に愛と歌声を！
12/15/2009 18:44:08,東儀ニャ,がんぱれ！あかつき！
12/15/2009 18:44:37,kikko,Go to the future.
12/15/2009 18:45:10,COVA,ついに宇宙進出！？
12/15/2009 18:45:36,little B
12/15/2009 18:45:56,ゆのの,金星に届くといいな
12/15/2009 18:48:48,SK,金星を目指すあかつきとミクを応援してます。
12/15/2009 18:51:00,・ω・ちえ
12/15/2009 18:51:03,nikerabi,The best things in life are free!
12/15/2009 18:51:57,Purin,Fly Miku to Venus!
12/15/2009 18:52:00,yee
12/15/2009 18:53:20,syuzyuyu,ミクの時代の「あかつき」ですね。
12/15/2009 18:53:31,hareyamil,ミクを、宇宙へ
12/15/2009 18:53:53,乃菊,あかつきも、いざみっくミクにしてやんよ♪
12/15/2009 18:54:08,hal
12/15/2009 18:54:09,mmm999
12/15/2009 18:54:27,koronain,ISAS～！結婚してくれ～！
12/15/2009 18:55:47,forever,ミク、いきます！
12/15/2009 18:57:02,xyzddae,Miku! We love you!! Fly to Venus! 
12/15/2009 18:57:03,陸同學,GOGOGO
12/15/2009 18:57:33,藍いえ,in star!
12/15/2009 18:57:36,wind677雁,頑張る
12/15/2009 18:57:58,xyzchoco,Our singing Diva! Ready to fly to Venus! 
12/15/2009 18:58:18, R. Excalibur,あかつきとミク頑張れ
12/15/2009 18:59:05,aisoraair
12/15/2009 18:59:49,kotabe,あかつき応援してます
12/15/2009 19:00:44,やしろ桜,みくみくにしてあげる♪
12/15/2009 19:02:05,浅神,ゆっくりしていってね！
12/15/2009 19:03:46,NKJI,ミッション成功を祈って、応援しています！
12/15/2009 19:04:15,backpacker,加油
12/15/2009 19:04:35,偉田,萬歲
12/15/2009 19:05:14,りく,今度の舞台は金星だ
12/15/2009 19:05:34,bruce
12/15/2009 19:06:25,sabonas,miku GO!GO!
12/15/2009 19:07:12,abe_m,あかつき、がんばれ。
12/15/2009 19:07:16,bal,金星に響け、ミクの歌声
12/15/2009 19:07:38,루이아나,☆===
12/15/2009 19:09:09,甲木　憲一,いってらーｗ
12/15/2009 19:09:40,Yuta Hayakawa,Go to Venus for me!
12/15/2009 19:09:56,LANJACK,MIKU~大好~
12/15/2009 19:10:32,yougi,miku good luck
12/15/2009 19:10:33,暁莉花,希望の言葉を乗せて宇宙に飛ばそう！
12/15/2009 19:11:11,にょにょにょ,宇宙に羽ばたけー！
12/15/2009 19:11:42,Cynthia(血飛花),ミクちゃん、頑張って!　金星も　みくみくしてあげるんだ！
12/15/2009 19:11:57,otakucat,初音上金星吧~
12/15/2009 19:14:10,麟舞空翔
12/15/2009 19:15:47,hieiking,ミクちゃん、そらへいけー！
12/15/2009 19:17:00,硝子ノ鴉,何処までも響き渡る歌声になって！
12/15/2009 19:18:54,uota,大期待！！！！
12/15/2009 19:19:33,山田　太郎,宇宙へいざ！！
12/15/2009 19:21:04,さぶ,金星に行けよ
12/15/2009 19:21:21,火星人,金星人さんこんにちは！
12/15/2009 19:23:11,rockhunt
12/15/2009 19:24:22,AZMAX,応援します
12/15/2009 19:24:27,Kael,impossible is nothing
12/15/2009 19:25:54,ごんじん,宇宙に歌声を響かせて！
12/15/2009 19:26:42,ooooo,宇宙規模
12/15/2009 19:30:00,荒川　敦,金星探査機にミクの絵を載せるというのはシンプルですが面白いと思います。地味に夢があると感じ、応援させて頂きます。
12/15/2009 19:30:04,景祐,ミクよ、空を超えて届けてくれ！
12/15/2009 19:30:25,sillywalk,日本の宇宙開発が更に飛躍しますように！
12/15/2009 19:32:59,もみじ,あかつき頑張って！ミクの歌声金星へと届け！
12/15/2009 19:34:02,azimech,こういう遊び心も必要と思います
12/15/2009 19:36:32,mayumayu,無事にミクともども出発できますように！
12/15/2009 19:37:38,kawashiro,がんばれ　ネットの勇者
12/15/2009 19:39:51,Ethan Mao,What would we find on Venus?
12/15/2009 19:39:58,nunonuno,金星に行くぞ！！
12/15/2009 19:40:00,飴猫天翼
12/15/2009 19:40:27,SkyBlack,あかつきもミクも頑張って!!
12/15/2009 19:41:58,JWTE,GO~~~~
12/15/2009 19:42:52,mau
12/15/2009 19:43:41,maetaku,LOVE & PEACE!!
12/15/2009 19:44:16,kidsbigup,無事の帰還を願っています。がんばれ、あかつき
12/15/2009 19:44:25,鳴絲
12/15/2009 19:45:41,Ｒｕａｘ
12/15/2009 19:47:37,Michael_C,Go!Go!Let'sGo~Miku!
12/15/2009 19:47:47,のらもち,星に願いを
12/15/2009 19:47:55,마론,보컬로이드여 영원하라!
12/15/2009 19:49:29,LOVE miku,ミクは超銀河級のかわいさです
12/15/2009 19:49:40,기도연,하츠네 미쿠 최고!!
12/15/2009 19:49:50,十六夜りゅね,今後の宇宙開発に期待を込めて
12/15/2009 19:50:38,sin,金星探査機「あかつき」、ミクと一緒にがんばれー！
12/15/2009 19:50:58,うえはらけんいち,みっくみく～
12/15/2009 19:51:24,akunoteikoku,頑張れ！宇宙を目指して！！
12/15/2009 19:52:14,MIX-JAM
12/15/2009 19:52:44,こじろう,宇宙まで進出!!
12/15/2009 19:54:55,ふぁゆえ,科学の限界を超えて！金星へGO！
12/15/2009 19:55:06,ルチ,型式番号：ORB-01ガンガレ
12/15/2009 19:55:12,みじんこ,ミクもあかつきもがんばってね
12/15/2009 19:55:53,WSY0229,みく　ファイト
12/15/2009 19:56:21,KCA_1S04,この時を俺はずっと待っておった！・・・絵だけでなく、ボカロファミリー＆ソフトも搭載しては？
12/15/2009 19:56:37,bacckus,ミクは歴史に残る。
12/15/2009 19:56:41,凛僑,宇宙までミクの歌声を響かせろ！
12/15/2009 19:57:01,nagasaka yukinori,Hello Venus!
12/15/2009 19:57:21,20,金星の女神によろしく
12/15/2009 19:57:43,ヤミ,がんばれ！
12/15/2009 19:58:17,ひげぼうず,届けあかつき未知の世界へ
12/15/2009 19:58:31,NYAN,ミクはVenus
12/15/2009 19:58:41,とんかつ,カガリに代わって、初音ミクが搭乗ってすごいね。「シラヌイ」装備なら、どんな宇宙でも大丈夫！
12/15/2009 20:01:37,N3utr4l1s4t0r
12/15/2009 20:01:37,冷や奴,是非ミクを宇宙へ・・
12/15/2009 20:01:49,マッキー,ガンバ！
12/15/2009 20:05:07,爺
12/15/2009 20:05:34,炎灼,是非ともミクを宇宙に連れて行って下さい！
12/15/2009 20:05:50,ナイヨ@LVAL,39！39！
12/15/2009 20:06:08,凜,初音大好！
12/15/2009 20:06:21,hhmmll,加油！
12/15/2009 20:07:40,顔でかい猫ともみ,ミク～　銀河の果てまで飛んでけ～♪
12/15/2009 20:09:13,S.KID,長旅、無事着けることをお祈りいたします。
12/15/2009 20:09:28,sk8danna
12/15/2009 20:09:57,KeiH
12/15/2009 20:10:05,ryama,ミクもあかつきもがんばれーい！
12/15/2009 20:10:13,N.S.,ミクと「あかつき」一緒にがんばるよ！
12/15/2009 20:11:03,Rec,応援していますっ！がんばれあかつき！
12/15/2009 20:11:24,shige
12/15/2009 20:13:24,華中茶太,みくみくにしてあげる♪
12/15/2009 20:15:33,緒章,初音最高
12/15/2009 20:15:40,observer,初音ミク~ wwwwwwwwwwwwwwwwwww
12/15/2009 20:16:14,green,jaxaがんばれ！！！！
12/15/2009 20:16:30,tsuem,ゆっくりしていってね！！
12/15/2009 20:16:40,sen36h,こういう衛星もあっていいいかと
12/15/2009 20:17:11,いさな,目指せ！金星初音帝国！
12/15/2009 20:18:21,Vostok(masaharu),趣旨に賛同します
12/15/2009 20:19:27,masa-c,あかつきとミクが無事に着きますように。
12/15/2009 20:20:04,とある,ミクとあかつき、日本の技術力に乾杯！
12/15/2009 20:21:02,henahena,あかつきもミクも
12/15/2009 20:21:06,sung chiching,miku ya ha
12/15/2009 20:21:30,Northwood
12/15/2009 20:23:23,hirokofan,加油！
12/15/2009 20:25:14,みそきち,金星に願いを込めて！
12/15/2009 20:25:31,nica_n
12/15/2009 20:26:19,Meghan Kavanaugh,Go Miku and @chodenzi!
12/15/2009 20:28:27,mahitokakei
12/15/2009 20:28:53,でっていう
12/15/2009 20:29:13,phiphi,ミクがんばれ！
12/15/2009 20:29:18,行きずり,響け歌声、輝け「あかつき」！
12/15/2009 20:29:24,bamoq
12/15/2009 20:29:46,副所長,ミクと一緒に飛ぼうぜ！
12/15/2009 20:30:09,JapanPower,日本の宇宙開発を応援します
12/15/2009 20:30:22,所長,副所長に呼ばれて来ました
12/15/2009 20:30:33,たれエレキング,みっくみく
12/15/2009 20:31:18,시온 카이토,시온 카이토
12/15/2009 20:31:38,riot,応援しています！
12/15/2009 20:32:46,yori
12/15/2009 20:33:25,satera,のぞみの分までがんばって！！
12/15/2009 20:35:36,Lyndon Rakusen,Goodluck Miku! Try not touch any strange monoliths while your on Venus! =)
12/15/2009 20:36:18,塵さん,ガンバー
12/15/2009 20:37:42,reno,歌をあかつきへ
12/15/2009 20:38:46,Scarhot,Cheer up!!
12/15/2009 20:39:01,かるかん,みっくみく～♪
12/15/2009 20:42:56,吉村武志,頑張れあかつき！ミクと皆の思いを乗せて！
12/15/2009 20:43:13,suga,ミクよ、あかつきのミッションを成功に導け
12/15/2009 20:43:22,femm,いざ、金星へ
12/15/2009 20:43:32,magumomo,ミクとあかつきの健闘を祈ります
12/15/2009 20:43:47,みっちぇる,支援ときいて
12/15/2009 20:44:06,Spinatio
12/15/2009 20:44:45,ttt23,応援してます！
12/15/2009 20:44:51,myamane
12/15/2009 20:45:44,リレン。,応援してます。あかつきもミクもがんばってください
12/15/2009 20:45:50,ほげ夫,あかつき成功を祈って
12/15/2009 20:47:32,KoKai Chang,頑張って！初音ミク！
12/15/2009 20:49:10,meimone,まさに、銀河の歌姫だッ！
12/15/2009 20:49:27,Hughes,あかつき
